'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:04.775',-0.022,-0.981,-0.958,0.501,0.468,-0.970,0.146,0.167,0.459,0.127,-0.283,0.078,-0.242,-0.560,0.022
'0:04.776',-0.018,-0.980,-0.961,0.499,0.471,-0.971,0.148,0.167,0.460,0.130,-0.283,0.078,-0.242,-0.560,0.028
'0:04.777',-0.017,-0.979,-0.962,0.497,0.473,-0.971,0.149,0.167,0.459,0.129,-0.284,0.075,-0.242,-0.559,0.029
'0:04.778',-0.019,-0.981,-0.962,0.500,0.471,-0.971,0.148,0.164,0.458,0.126,-0.284,0.075,-0.243,-0.561,0.028
'0:04.779',-0.020,-0.981,-0.961,0.500,0.470,-0.971,0.148,0.164,0.459,0.127,-0.287,0.076,-0.243,-0.561,0.029
'0:04.780',-0.019,-0.980,-0.961,0.499,0.470,-0.970,0.148,0.167,0.460,0.129,-0.285,0.076,-0.242,-0.561,0.030
'0:04.781',-0.019,-0.980,-0.960,0.499,0.470,-0.970,0.146,0.166,0.462,0.129,-0.286,0.076,-0.241,-0.559,0.029
'0:04.782',-0.018,-0.980,-0.961,0.499,0.471,-0.971,0.148,0.169,0.461,0.132,-0.286,0.077,-0.241,-0.563,0.030
'0:04.783',-0.017,-0.978,-0.960,0.497,0.472,-0.969,0.148,0.169,0.461,0.134,-0.285,0.077,-0.241,-0.565,0.029
'0:04.784',-0.018,-0.978,-0.960,0.497,0.471,-0.969,0.148,0.169,0.462,0.133,-0.285,0.079,-0.239,-0.564,0.028
'0:04.785',-0.021,-0.979,-0.959,0.499,0.469,-0.969,0.147,0.168,0.461,0.131,-0.288,0.077,-0.238,-0.561,0.025
'0:04.786',-0.019,-0.979,-0.960,0.499,0.470,-0.969,0.144,0.166,0.458,0.127,-0.291,0.075,-0.238,-0.556,0.025
'0:04.787',-0.020,-0.982,-0.962,0.500,0.471,-0.972,0.145,0.168,0.460,0.130,-0.289,0.077,-0.237,-0.560,0.025
'0:04.788',-0.018,-0.980,-0.963,0.498,0.472,-0.971,0.146,0.172,0.463,0.134,-0.286,0.078,-0.238,-0.559,0.025
'0:04.789',-0.015,-0.981,-0.967,0.497,0.476,-0.974,0.147,0.168,0.462,0.132,-0.285,0.080,-0.238,-0.564,0.025
'0:04.790',-0.011,-0.980,-0.969,0.495,0.479,-0.974,0.146,0.167,0.458,0.129,-0.287,0.080,-0.238,-0.562,0.026
'0:04.791',-0.010,-0.981,-0.971,0.495,0.480,-0.976,0.145,0.169,0.459,0.130,-0.286,0.079,-0.237,-0.558,0.025
'0:04.792',-0.018,-0.988,-0.970,0.502,0.476,-0.979,0.146,0.167,0.460,0.128,-0.287,0.079,-0.238,-0.565,0.025
'0:04.793',-0.025,-0.990,-0.965,0.507,0.470,-0.978,0.146,0.166,0.457,0.128,-0.287,0.077,-0.240,-0.567,0.026
'0:04.794',-0.022,-0.989,-0.967,0.505,0.472,-0.978,0.145,0.166,0.458,0.130,-0.287,0.077,-0.239,-0.566,0.025
'0:04.795',-0.020,-0.990,-0.970,0.504,0.475,-0.980,0.144,0.166,0.457,0.129,-0.286,0.076,-0.240,-0.568,0.025
'0:04.796',-0.019,-0.989,-0.969,0.503,0.475,-0.979,0.147,0.168,0.458,0.131,-0.284,0.078,-0.240,-0.570,0.025
'0:04.797',-0.020,-0.990,-0.970,0.504,0.475,-0.980,0.147,0.170,0.461,0.133,-0.284,0.079,-0.240,-0.569,0.025
'0:04.798',-0.024,-0.992,-0.968,0.507,0.472,-0.980,0.146,0.168,0.460,0.133,-0.285,0.080,-0.239,-0.568,0.026
'0:04.799',-0.022,-0.991,-0.969,0.506,0.473,-0.980,0.148,0.170,0.459,0.133,-0.285,0.081,-0.238,-0.566,0.029
'0:04.800',-0.019,-0.994,-0.974,0.506,0.477,-0.984,0.147,0.170,0.459,0.133,-0.285,0.080,-0.238,-0.566,0.033
'0:04.801',-0.024,-0.994,-0.970,0.508,0.473,-0.982,0.147,0.169,0.460,0.132,-0.284,0.080,-0.239,-0.567,0.025
'0:04.802',-0.025,-0.992,-0.966,0.508,0.470,-0.979,0.147,0.168,0.459,0.131,-0.288,0.078,-0.240,-0.569,0.019
'0:04.803',-0.028,-0.994,-0.966,0.510,0.469,-0.980,0.148,0.167,0.458,0.133,-0.289,0.074,-0.241,-0.572,0.021
'0:04.804',-0.025,-0.993,-0.969,0.509,0.472,-0.981,0.148,0.168,0.458,0.133,-0.290,0.074,-0.240,-0.569,0.021
'0:04.805',-0.026,-0.996,-0.970,0.511,0.472,-0.983,0.146,0.165,0.458,0.131,-0.290,0.072,-0.241,-0.569,0.021
'0:04.806',-0.032,-1.000,-0.969,0.515,0.469,-0.985,0.144,0.163,0.456,0.127,-0.291,0.069,-0.242,-0.568,0.022
'0:04.807',-0.031,-1.002,-0.971,0.516,0.470,-0.986,0.144,0.163,0.455,0.126,-0.293,0.068,-0.243,-0.570,0.024
'0:04.808',-0.034,-1.004,-0.971,0.518,0.469,-0.988,0.146,0.165,0.457,0.129,-0.291,0.070,-0.244,-0.572,0.028
'0:04.809',-0.033,-1.003,-0.971,0.517,0.469,-0.987,0.146,0.164,0.458,0.128,-0.292,0.069,-0.244,-0.570,0.029
'0:04.810',-0.032,-1.003,-0.971,0.517,0.470,-0.987,0.146,0.164,0.457,0.130,-0.290,0.070,-0.242,-0.572,0.026
'0:04.811',-0.032,-1.004,-0.973,0.517,0.470,-0.989,0.147,0.166,0.457,0.130,-0.289,0.072,-0.241,-0.572,0.027
'0:04.812',-0.028,-1.004,-0.976,0.515,0.474,-0.990,0.145,0.165,0.457,0.128,-0.291,0.071,-0.240,-0.572,0.025
'0:04.813',-0.028,-1.004,-0.977,0.516,0.474,-0.990,0.145,0.164,0.457,0.128,-0.291,0.071,-0.239,-0.567,0.027
'0:04.814',-0.030,-1.004,-0.974,0.516,0.472,-0.989,0.146,0.164,0.456,0.128,-0.292,0.071,-0.239,-0.567,0.028
'0:04.815',-0.030,-1.004,-0.974,0.516,0.472,-0.989,0.147,0.164,0.455,0.129,-0.292,0.072,-0.240,-0.568,0.029
'0:04.816',-0.030,-1.004,-0.974,0.517,0.472,-0.989,0.150,0.166,0.456,0.131,-0.288,0.075,-0.241,-0.571,0.029
'0:04.817',-0.032,-1.010,-0.979,0.520,0.473,-0.994,0.151,0.168,0.459,0.134,-0.285,0.077,-0.241,-0.575,0.030
'0:04.818',-0.032,-1.012,-0.980,0.521,0.474,-0.996,0.149,0.168,0.457,0.133,-0.286,0.075,-0.240,-0.574,0.031
'0:04.819',-0.029,-1.008,-0.979,0.518,0.475,-0.993,0.150,0.168,0.456,0.132,-0.287,0.076,-0.239,-0.569,0.033
'0:04.820',-0.026,-1.008,-0.982,0.517,0.477,-0.995,0.149,0.165,0.456,0.132,-0.288,0.074,-0.239,-0.570,0.034
'0:04.821',-0.027,-1.008,-0.981,0.517,0.477,-0.995,0.146,0.163,0.452,0.130,-0.290,0.072,-0.240,-0.572,0.032
'0:04.822',-0.028,-1.008,-0.980,0.517,0.476,-0.994,0.147,0.164,0.453,0.131,-0.290,0.072,-0.241,-0.571,0.031
'0:04.823',-0.025,-1.006,-0.981,0.515,0.478,-0.994,0.147,0.164,0.455,0.132,-0.289,0.073,-0.240,-0.571,0.032
'0:04.824',-0.024,-1.006,-0.983,0.514,0.479,-0.994,0.150,0.165,0.453,0.131,-0.289,0.074,-0.240,-0.571,0.032
'0:04.825',-0.028,-1.006,-0.979,0.517,0.475,-0.993,0.149,0.166,0.455,0.132,-0.288,0.074,-0.239,-0.568,0.033
'0:04.826',-0.030,-1.009,-0.979,0.519,0.474,-0.994,0.144,0.163,0.452,0.128,-0.290,0.072,-0.239,-0.567,0.033
'0:04.827',-0.029,-1.012,-0.983,0.520,0.477,-0.997,0.145,0.160,0.448,0.126,-0.292,0.070,-0.242,-0.569,0.033
'0:04.828',-0.029,-1.012,-0.982,0.520,0.477,-0.997,0.147,0.161,0.448,0.126,-0.291,0.070,-0.242,-0.572,0.033
'0:04.829',-0.027,-1.010,-0.983,0.518,0.478,-0.997,0.148,0.161,0.447,0.125,-0.290,0.069,-0.244,-0.575,0.033
'0:04.830',-0.025,-1.009,-0.984,0.517,0.479,-0.996,0.150,0.162,0.447,0.126,-0.290,0.071,-0.243,-0.576,0.032
'0:04.831',-0.026,-1.010,-0.985,0.518,0.479,-0.998,0.149,0.161,0.445,0.124,-0.291,0.070,-0.243,-0.576,0.032
'0:04.832',-0.029,-1.014,-0.986,0.521,0.478,-1.000,0.148,0.160,0.445,0.125,-0.293,0.070,-0.243,-0.577,0.032
'0:04.833',-0.030,-1.018,-0.988,0.523,0.479,-1.002,0.147,0.161,0.445,0.124,-0.294,0.070,-0.243,-0.577,0.032
'0:04.834',-0.028,-1.014,-0.987,0.521,0.480,-1.001,0.148,0.161,0.444,0.122,-0.293,0.070,-0.242,-0.575,0.033
'0:04.835',-0.029,-1.014,-0.985,0.521,0.478,-1.000,0.150,0.162,0.443,0.124,-0.293,0.069,-0.244,-0.577,0.034
'0:04.836',-0.024,-1.011,-0.987,0.517,0.481,-0.999,0.152,0.164,0.444,0.128,-0.291,0.071,-0.243,-0.577,0.034
'0:04.837',-0.019,-1.006,-0.987,0.513,0.483,-0.997,0.154,0.166,0.446,0.129,-0.289,0.073,-0.241,-0.573,0.033
'0:04.838',-0.020,-1.006,-0.986,0.513,0.483,-0.996,0.152,0.164,0.444,0.127,-0.293,0.069,-0.241,-0.572,0.035
'0:04.839',-0.026,-1.014,-0.988,0.519,0.481,-1.000,0.150,0.162,0.442,0.125,-0.293,0.069,-0.244,-0.579,0.035
'0:04.840',-0.034,-1.020,-0.987,0.526,0.476,-1.003,0.151,0.161,0.440,0.123,-0.296,0.067,-0.251,-0.584,0.031
'0:04.841',-0.034,-1.018,-0.985,0.525,0.476,-1.002,0.152,0.160,0.440,0.123,-0.296,0.067,-0.251,-0.582,0.031
'0:04.842',-0.031,-1.018,-0.987,0.524,0.478,-1.002,0.151,0.162,0.439,0.124,-0.295,0.067,-0.249,-0.585,0.032
'0:04.843',-0.029,-1.014,-0.985,0.522,0.478,-1.000,0.150,0.161,0.441,0.126,-0.296,0.066,-0.250,-0.582,0.032
'0:04.844',-0.030,-1.016,-0.986,0.522,0.478,-1.000,0.152,0.162,0.440,0.127,-0.293,0.066,-0.249,-0.583,0.034
'0:04.845',-0.030,-1.019,-0.989,0.524,0.480,-1.004,0.152,0.160,0.439,0.124,-0.295,0.065,-0.249,-0.587,0.035
'0:04.846',-0.030,-1.016,-0.987,0.523,0.478,-1.002,0.150,0.159,0.439,0.120,-0.297,0.064,-0.248,-0.579,0.034
'0:04.847',-0.029,-1.016,-0.987,0.522,0.479,-1.002,0.150,0.159,0.438,0.119,-0.297,0.062,-0.248,-0.579,0.035
'0:04.848',-0.029,-1.018,-0.990,0.523,0.481,-1.004,0.152,0.159,0.439,0.121,-0.298,0.063,-0.249,-0.583,0.035
'0:04.849',-0.031,-1.021,-0.990,0.525,0.480,-1.006,0.151,0.159,0.438,0.121,-0.297,0.061,-0.251,-0.585,0.035
'0:04.850',-0.032,-1.024,-0.993,0.528,0.481,-1.008,0.150,0.158,0.438,0.119,-0.298,0.062,-0.252,-0.587,0.035
'0:04.851',-0.034,-1.025,-0.992,0.529,0.479,-1.008,0.150,0.157,0.436,0.120,-0.298,0.062,-0.251,-0.586,0.035
'0:04.852',-0.033,-1.024,-0.991,0.528,0.479,-1.008,0.149,0.155,0.435,0.118,-0.299,0.060,-0.251,-0.582,0.035
'0:04.853',-0.035,-1.024,-0.989,0.529,0.477,-1.006,0.147,0.153,0.433,0.115,-0.300,0.058,-0.253,-0.579,0.035
'0:04.854',-0.036,-1.025,-0.989,0.530,0.476,-1.007,0.147,0.152,0.431,0.116,-0.301,0.057,-0.254,-0.579,0.036
'0:04.855',-0.033,-1.024,-0.991,0.528,0.479,-1.008,0.149,0.155,0.433,0.117,-0.299,0.061,-0.253,-0.579,0.038
'0:04.856',-0.032,-1.021,-0.990,0.526,0.479,-1.005,0.149,0.157,0.432,0.119,-0.297,0.062,-0.253,-0.582,0.038
'0:04.857',-0.033,-1.023,-0.991,0.527,0.479,-1.007,0.150,0.157,0.434,0.120,-0.298,0.061,-0.254,-0.583,0.038
'0:04.858',-0.035,-1.025,-0.991,0.529,0.478,-1.008,0.152,0.157,0.434,0.119,-0.297,0.061,-0.254,-0.585,0.038
'0:04.859',-0.032,-1.026,-0.994,0.528,0.481,-1.010,0.157,0.159,0.435,0.121,-0.294,0.065,-0.253,-0.587,0.038
'0:04.860',-0.030,-1.026,-0.996,0.528,0.483,-1.011,0.155,0.160,0.435,0.122,-0.293,0.066,-0.252,-0.587,0.040
'0:04.861',-0.029,-1.023,-0.995,0.525,0.483,-1.009,0.152,0.157,0.433,0.120,-0.293,0.064,-0.253,-0.587,0.037
'0:04.862',-0.029,-1.020,-0.991,0.524,0.481,-1.006,0.154,0.155,0.432,0.120,-0.295,0.064,-0.255,-0.586,0.038
'0:04.863',-0.030,-1.021,-0.991,0.525,0.480,-1.006,0.154,0.157,0.432,0.121,-0.294,0.064,-0.255,-0.588,0.040
'0:04.864',-0.029,-1.021,-0.993,0.525,0.482,-1.007,0.154,0.158,0.432,0.121,-0.294,0.065,-0.255,-0.590,0.038
'0:04.865',-0.030,-1.024,-0.995,0.527,0.482,-1.010,0.152,0.157,0.431,0.121,-0.296,0.062,-0.256,-0.589,0.039
'0:04.866',-0.030,-1.027,-0.997,0.528,0.483,-1.012,0.150,0.155,0.430,0.118,-0.297,0.061,-0.255,-0.584,0.040
'0:04.867',-0.032,-1.024,-0.992,0.527,0.480,-1.008,0.149,0.154,0.429,0.116,-0.298,0.061,-0.255,-0.580,0.039
'0:04.868',-0.035,-1.026,-0.992,0.530,0.479,-1.009,0.150,0.153,0.428,0.116,-0.298,0.059,-0.257,-0.585,0.038
'0:04.869',-0.035,-1.025,-0.991,0.529,0.478,-1.008,0.152,0.152,0.428,0.114,-0.299,0.060,-0.257,-0.586,0.040
'0:04.870',-0.034,-1.024,-0.990,0.528,0.478,-1.007,0.154,0.151,0.426,0.114,-0.298,0.060,-0.258,-0.587,0.040
'0:04.871',-0.035,-1.030,-0.995,0.532,0.480,-1.012,0.155,0.152,0.428,0.114,-0.297,0.059,-0.259,-0.588,0.041
'0:04.872',-0.037,-1.032,-0.995,0.535,0.479,-1.014,0.152,0.152,0.427,0.113,-0.298,0.059,-0.258,-0.587,0.043
'0:04.873',-0.035,-1.030,-0.995,0.532,0.480,-1.012,0.151,0.150,0.424,0.112,-0.299,0.059,-0.258,-0.584,0.040
'0:04.874',-0.033,-1.028,-0.995,0.530,0.481,-1.011,0.151,0.151,0.426,0.111,-0.298,0.059,-0.258,-0.584,0.037
'0:04.875',-0.033,-1.030,-0.997,0.531,0.482,-1.013,0.153,0.152,0.425,0.113,-0.297,0.059,-0.257,-0.589,0.036
'0:04.876',-0.033,-1.028,-0.996,0.530,0.482,-1.012,0.155,0.153,0.426,0.115,-0.296,0.062,-0.258,-0.588,0.038
'0:04.877',-0.033,-1.026,-0.993,0.529,0.480,-1.010,0.155,0.154,0.426,0.117,-0.296,0.061,-0.260,-0.586,0.041
'0:04.878',-0.032,-1.022,-0.992,0.526,0.480,-1.007,0.154,0.152,0.427,0.116,-0.298,0.060,-0.258,-0.585,0.042
'0:04.879',-0.029,-1.023,-0.994,0.526,0.482,-1.008,0.155,0.152,0.427,0.114,-0.299,0.059,-0.257,-0.588,0.040
'0:04.880',-0.033,-1.024,-0.992,0.528,0.480,-1.008,0.153,0.151,0.424,0.113,-0.300,0.057,-0.259,-0.591,0.035
'0:04.881',-0.036,-1.028,-0.992,0.531,0.478,-1.010,0.154,0.151,0.426,0.113,-0.301,0.059,-0.259,-0.591,0.035
'0:04.882',-0.034,-1.035,-1.001,0.534,0.483,-1.018,0.157,0.154,0.427,0.116,-0.298,0.059,-0.260,-0.597,0.041
'0:04.883',-0.034,-1.034,-1.000,0.533,0.483,-1.017,0.155,0.154,0.424,0.114,-0.300,0.058,-0.260,-0.597,0.042
'0:04.884',-0.038,-1.032,-0.995,0.535,0.478,-1.014,0.154,0.152,0.423,0.114,-0.301,0.057,-0.260,-0.597,0.041
'0:04.885',-0.040,-1.032,-0.993,0.535,0.477,-1.012,0.154,0.151,0.423,0.113,-0.302,0.056,-0.262,-0.593,0.042
'0:04.886',-0.042,-1.031,-0.990,0.536,0.474,-1.010,0.152,0.149,0.422,0.110,-0.303,0.054,-0.261,-0.589,0.040
'0:04.887',-0.042,-1.031,-0.989,0.536,0.473,-1.010,0.152,0.147,0.420,0.110,-0.305,0.052,-0.261,-0.589,0.038
'0:04.888',-0.041,-1.028,-0.988,0.534,0.474,-1.008,0.155,0.150,0.421,0.110,-0.305,0.052,-0.262,-0.589,0.038
'0:04.889',-0.041,-1.028,-0.988,0.534,0.474,-1.008,0.152,0.150,0.421,0.110,-0.304,0.053,-0.262,-0.591,0.038
'0:04.890',-0.040,-1.028,-0.989,0.534,0.475,-1.008,0.149,0.148,0.420,0.109,-0.305,0.053,-0.261,-0.588,0.039
'0:04.891',-0.040,-1.030,-0.991,0.534,0.476,-1.010,0.151,0.148,0.420,0.110,-0.305,0.053,-0.260,-0.590,0.037
'0:04.892',-0.041,-1.033,-0.993,0.536,0.476,-1.013,0.150,0.147,0.419,0.106,-0.306,0.052,-0.261,-0.588,0.039
'0:04.893',-0.043,-1.036,-0.993,0.539,0.475,-1.014,0.151,0.145,0.418,0.104,-0.306,0.052,-0.261,-0.588,0.041
'0:04.894',-0.043,-1.036,-0.994,0.539,0.475,-1.015,0.150,0.145,0.419,0.105,-0.306,0.053,-0.259,-0.588,0.041
'0:04.895',-0.043,-1.034,-0.990,0.538,0.473,-1.012,0.152,0.146,0.420,0.108,-0.303,0.054,-0.260,-0.586,0.039
'0:04.896',-0.043,-1.032,-0.989,0.537,0.473,-1.010,0.155,0.149,0.421,0.111,-0.301,0.057,-0.261,-0.589,0.040
'0:04.897',-0.041,-1.031,-0.991,0.535,0.475,-1.010,0.155,0.150,0.420,0.112,-0.302,0.054,-0.262,-0.589,0.039
'0:04.898',-0.041,-1.029,-0.989,0.534,0.474,-1.008,0.155,0.148,0.419,0.110,-0.301,0.052,-0.263,-0.587,0.040
'0:04.899',-0.037,-1.028,-0.990,0.532,0.476,-1.009,0.155,0.148,0.421,0.109,-0.301,0.054,-0.262,-0.586,0.041
'0:04.900',-0.040,-1.032,-0.992,0.535,0.476,-1.012,0.153,0.148,0.419,0.108,-0.302,0.053,-0.262,-0.591,0.038
'0:04.901',-0.041,-1.032,-0.992,0.536,0.475,-1.012,0.150,0.147,0.417,0.107,-0.305,0.050,-0.263,-0.590,0.038
'0:04.902',-0.040,-1.028,-0.990,0.534,0.475,-1.008,0.152,0.148,0.418,0.109,-0.303,0.050,-0.264,-0.587,0.037
'0:04.903',-0.041,-1.030,-0.990,0.534,0.475,-1.010,0.155,0.148,0.418,0.111,-0.302,0.053,-0.263,-0.588,0.039
'0:04.904',-0.042,-1.034,-0.993,0.537,0.475,-1.013,0.154,0.149,0.419,0.110,-0.303,0.052,-0.262,-0.592,0.041
'0:04.905',-0.044,-1.035,-0.991,0.539,0.474,-1.013,0.154,0.147,0.418,0.110,-0.304,0.051,-0.263,-0.592,0.040
'0:04.906',-0.045,-1.037,-0.992,0.541,0.473,-1.014,0.152,0.145,0.415,0.108,-0.306,0.052,-0.262,-0.588,0.041
'0:04.907',-0.043,-1.039,-0.997,0.540,0.477,-1.018,0.151,0.145,0.415,0.106,-0.305,0.051,-0.262,-0.589,0.040
'0:04.908',-0.043,-1.039,-0.996,0.541,0.476,-1.018,0.152,0.144,0.415,0.108,-0.303,0.052,-0.262,-0.588,0.041
'0:04.909',-0.043,-1.036,-0.994,0.539,0.475,-1.015,0.153,0.144,0.415,0.106,-0.305,0.050,-0.263,-0.587,0.042
'0:04.910',-0.041,-1.034,-0.993,0.537,0.476,-1.014,0.153,0.145,0.417,0.105,-0.306,0.047,-0.265,-0.585,0.042
'0:04.911',-0.044,-1.038,-0.993,0.541,0.474,-1.016,0.153,0.146,0.418,0.106,-0.305,0.050,-0.265,-0.587,0.044
'0:04.912',-0.046,-1.039,-0.993,0.542,0.473,-1.016,0.152,0.143,0.414,0.105,-0.307,0.049,-0.265,-0.586,0.043
'0:04.913',-0.045,-1.035,-0.990,0.540,0.472,-1.012,0.149,0.142,0.412,0.102,-0.309,0.045,-0.266,-0.582,0.042
'0:04.914',-0.052,-1.037,-0.985,0.544,0.467,-1.011,0.150,0.142,0.413,0.102,-0.309,0.047,-0.266,-0.583,0.043
'0:04.915',-0.052,-1.038,-0.987,0.545,0.468,-1.012,0.153,0.144,0.414,0.104,-0.309,0.048,-0.267,-0.586,0.043
'0:04.916',-0.050,-1.035,-0.986,0.542,0.468,-1.010,0.155,0.146,0.415,0.106,-0.308,0.049,-0.269,-0.589,0.043
'0:04.917',-0.053,-1.035,-0.982,0.543,0.465,-1.008,0.158,0.148,0.416,0.107,-0.308,0.050,-0.269,-0.586,0.043
'0:04.918',-0.051,-1.036,-0.984,0.543,0.467,-1.010,0.156,0.147,0.416,0.105,-0.310,0.046,-0.269,-0.586,0.041
'0:04.919',-0.051,-1.035,-0.984,0.543,0.466,-1.010,0.157,0.148,0.417,0.106,-0.309,0.048,-0.268,-0.588,0.042
'0:04.920',-0.052,-1.037,-0.985,0.544,0.467,-1.010,0.155,0.148,0.414,0.105,-0.309,0.049,-0.268,-0.586,0.043
'0:04.921',-0.053,-1.036,-0.983,0.545,0.465,-1.010,0.156,0.149,0.417,0.107,-0.308,0.050,-0.268,-0.587,0.043
'0:04.922',-0.054,-1.038,-0.985,0.546,0.466,-1.012,0.158,0.149,0.418,0.108,-0.308,0.051,-0.267,-0.591,0.045
'0:04.923',-0.054,-1.037,-0.983,0.545,0.465,-1.010,0.156,0.147,0.415,0.107,-0.309,0.049,-0.265,-0.593,0.045
'0:04.924',-0.057,-1.035,-0.979,0.545,0.461,-1.006,0.155,0.148,0.414,0.106,-0.309,0.048,-0.266,-0.589,0.048
'0:04.925',-0.059,-1.040,-0.982,0.549,0.462,-1.011,0.153,0.146,0.411,0.104,-0.311,0.044,-0.272,-0.591,0.044
'0:04.926',-0.059,-1.042,-0.983,0.550,0.462,-1.012,0.154,0.145,0.413,0.102,-0.313,0.044,-0.272,-0.591,0.043
'0:04.927',-0.054,-1.038,-0.984,0.546,0.466,-1.011,0.151,0.143,0.412,0.100,-0.314,0.045,-0.270,-0.589,0.043
'0:04.928',-0.053,-1.037,-0.985,0.544,0.466,-1.010,0.150,0.144,0.412,0.102,-0.313,0.045,-0.270,-0.590,0.043
'0:04.929',-0.053,-1.038,-0.984,0.545,0.466,-1.010,0.152,0.145,0.413,0.103,-0.310,0.045,-0.269,-0.587,0.044
'0:04.930',-0.051,-1.035,-0.984,0.543,0.467,-1.010,0.153,0.144,0.413,0.102,-0.308,0.046,-0.269,-0.585,0.043
'0:04.931',-0.050,-1.035,-0.986,0.542,0.468,-1.010,0.152,0.143,0.413,0.102,-0.309,0.045,-0.270,-0.588,0.043
'0:04.932',-0.052,-1.038,-0.986,0.544,0.467,-1.012,0.150,0.143,0.411,0.100,-0.309,0.043,-0.270,-0.587,0.044
'0:04.933',-0.055,-1.036,-0.982,0.545,0.464,-1.009,0.152,0.143,0.412,0.102,-0.308,0.044,-0.270,-0.585,0.044
'0:04.934',-0.055,-1.039,-0.984,0.546,0.465,-1.011,0.153,0.142,0.411,0.102,-0.307,0.044,-0.272,-0.586,0.049
'0:04.935',-0.052,-1.038,-0.986,0.545,0.467,-1.012,0.153,0.142,0.410,0.101,-0.307,0.044,-0.271,-0.584,0.052
'0:04.936',-0.051,-1.032,-0.980,0.541,0.465,-1.006,0.155,0.145,0.412,0.104,-0.305,0.046,-0.271,-0.586,0.039
'0:04.937',-0.053,-1.034,-0.981,0.543,0.465,-1.008,0.157,0.145,0.411,0.103,-0.305,0.047,-0.270,-0.589,0.041
'0:04.938',-0.051,-1.038,-0.988,0.544,0.468,-1.013,0.154,0.145,0.411,0.102,-0.306,0.046,-0.270,-0.589,0.045
'0:04.939',-0.050,-1.038,-0.987,0.543,0.469,-1.012,0.155,0.147,0.413,0.105,-0.304,0.050,-0.268,-0.584,0.048
'0:04.940',-0.051,-1.038,-0.987,0.544,0.468,-1.012,0.155,0.146,0.413,0.105,-0.305,0.050,-0.267,-0.585,0.048
'0:04.941',-0.052,-1.038,-0.985,0.544,0.467,-1.011,0.154,0.144,0.411,0.103,-0.306,0.049,-0.269,-0.588,0.044
'0:04.942',-0.048,-1.035,-0.988,0.541,0.470,-1.012,0.157,0.144,0.413,0.105,-0.305,0.050,-0.269,-0.591,0.043
'0:04.943',-0.048,-1.034,-0.987,0.540,0.470,-1.010,0.158,0.148,0.415,0.106,-0.303,0.049,-0.270,-0.595,0.040
'0:04.944',-0.050,-1.035,-0.986,0.542,0.469,-1.010,0.156,0.147,0.413,0.104,-0.303,0.049,-0.269,-0.593,0.041
'0:04.945',-0.048,-1.035,-0.987,0.541,0.469,-1.011,0.154,0.143,0.412,0.104,-0.306,0.048,-0.268,-0.593,0.039
'0:04.946',-0.050,-1.033,-0.983,0.541,0.467,-1.008,0.154,0.143,0.411,0.102,-0.308,0.046,-0.268,-0.588,0.040
'0:04.947',-0.051,-1.035,-0.985,0.542,0.467,-1.010,0.153,0.144,0.411,0.102,-0.305,0.048,-0.270,-0.586,0.038
'0:04.948',-0.049,-1.035,-0.987,0.541,0.469,-1.010,0.154,0.143,0.412,0.103,-0.303,0.048,-0.269,-0.587,0.037
'0:04.949',-0.047,-1.036,-0.989,0.541,0.471,-1.012,0.154,0.144,0.411,0.102,-0.304,0.049,-0.267,-0.587,0.038
'0:04.950',-0.046,-1.036,-0.990,0.540,0.472,-1.012,0.152,0.144,0.411,0.102,-0.305,0.050,-0.267,-0.585,0.041
'0:04.951',-0.047,-1.038,-0.990,0.542,0.471,-1.014,0.153,0.144,0.411,0.104,-0.304,0.048,-0.267,-0.580,0.046
'0:04.952',-0.048,-1.042,-0.995,0.544,0.473,-1.018,0.153,0.146,0.411,0.103,-0.302,0.048,-0.267,-0.579,0.046
'0:04.953',-0.051,-1.042,-0.991,0.546,0.470,-1.016,0.153,0.145,0.412,0.103,-0.303,0.049,-0.268,-0.581,0.045
'0:04.954',-0.057,-1.042,-0.985,0.549,0.464,-1.014,0.152,0.142,0.413,0.102,-0.304,0.045,-0.269,-0.581,0.044
'0:04.955',-0.056,-1.042,-0.987,0.549,0.466,-1.014,0.153,0.144,0.413,0.102,-0.304,0.047,-0.270,-0.581,0.045
'0:04.956',-0.052,-1.040,-0.987,0.545,0.468,-1.013,0.155,0.145,0.413,0.104,-0.300,0.050,-0.269,-0.586,0.047
'0:04.957',-0.051,-1.036,-0.985,0.542,0.468,-1.010,0.156,0.145,0.413,0.105,-0.300,0.050,-0.269,-0.585,0.046
'0:04.958',-0.050,-1.036,-0.986,0.543,0.468,-1.010,0.153,0.144,0.412,0.103,-0.303,0.045,-0.270,-0.585,0.046
'0:04.959',-0.050,-1.040,-0.991,0.544,0.470,-1.015,0.154,0.144,0.414,0.103,-0.302,0.048,-0.269,-0.587,0.046
'0:04.960',-0.050,-1.042,-0.992,0.545,0.471,-1.017,0.155,0.146,0.414,0.103,-0.302,0.049,-0.267,-0.585,0.046
'0:04.961',-0.050,-1.038,-0.989,0.544,0.469,-1.014,0.153,0.144,0.413,0.103,-0.303,0.048,-0.267,-0.588,0.040
'0:04.962',-0.048,-1.038,-0.991,0.543,0.472,-1.014,0.155,0.145,0.413,0.105,-0.303,0.049,-0.267,-0.594,0.037
